nombre,mean,countNonZero,dft mean,
Valor absoluto Gradient Y,[4.30605, 0, 0, 0],1862,[6.27232, 0, 0, 0]
Sobel,[9.43781, 0, 0, 0],2149,[18.9339, 0, 0, 0]
Gradient Y,[-0.0688372, 0, 0, 0],1946,[-1.90721, 0, 0, 0]
Valor absoluto Gradient Y,[2.29721, 0, 0, 0],1603,[2.79853, 0, 0, 0]
Sobel,[3.44852, 0, 0, 0],2131,[5.40429, 0, 0, 0]
EyeROI,[81.8381, 0, 0, 0],2139,[91.1372, 0, 0, 0]
Gradient Y,[0.600233, 0, 0, 0],2067,[1.1221, 0, 0, 0]
Valor absoluto Gradient Y,[4.71395, 0, 0, 0],1909,[8.16592, 0, 0, 0]
Sobel,[10.3706, 0, 0, 0],2146,[21.9331, 0, 0, 0]
Gradient Y,[0.156667, 0, 0, 0],1925,[1.26557, 0, 0, 0]
Valor absoluto Gradient Y,[2.05524, 0, 0, 0],1608,[2.93881, 0, 0, 0]
Sobel,[3.14873, 0, 0, 0],2088,[4.01124, 0, 0, 0]
EyeROI,[80.1448, 0, 0, 0],2084,[93.5151, 0, 0, 0]
Gradient Y,[1.04119, 0, 0, 0],1985,[4.06018, 0, 0, 0]
Valor absoluto Gradient Y,[3.52952, 0, 0, 0],1805,[4.09844, 0, 0, 0]
Sobel,[8.80406, 0, 0, 0],2096,[14.2487, 0, 0, 0]
Gradient Y,[0.0437209, 0, 0, 0],1963,[0.778097, 0, 0, 0]
Valor absoluto Gradient Y,[2.06233, 0, 0, 0],1623,[0.368464, 0, 0, 0]
Sobel,[3.0194, 0, 0, 0],2132,[0.794847, 0, 0, 0]
EyeROI,[78.8842, 0, 0, 0],2134,[92.329, 0, 0, 0]
Gradient Y,[0.426279, 0, 0, 0],2046,[0.301022, 0, 0, 0]
Valor absoluto Gradient Y,[4.29535, 0, 0, 0],1840,[8.42702, 0, 0, 0]
Sobel,[8.79611, 0, 0, 0],2145,[20.3835, 0, 0, 0]
Gradient Y,[0.236667, 0, 0, 0],1936,[0.967002, 0, 0, 0]
Valor absoluto Gradient Y,[2.2381, 0, 0, 0],1618,[2.4143, 0, 0, 0]
Sobel,[3.29012, 0, 0, 0],2075,[3.84301, 0, 0, 0]
EyeROI,[79.0419, 0, 0, 0],2084,[89.9376, 0, 0, 0]
Gradient Y,[0.399524, 0, 0, 0],2008,[-0.985938, 0, 0, 0]
Valor absoluto Gradient Y,[4.74381, 0, 0, 0],1846,[5.31594, 0, 0, 0]
Sobel,[10.1705, 0, 0, 0],2100,[17.5736, 0, 0, 0]
Gradient Y,[0.211395, 0, 0, 0],1993,[-0.566034, 0, 0, 0]
Valor absoluto Gradient Y,[2.19023, 0, 0, 0],1675,[2.09605, 0, 0, 0]
Sobel,[3.18537, 0, 0, 0],2133,[3.10123, 0, 0, 0]
EyeROI,[79.327, 0, 0, 0],2134,[90.8355, 0, 0, 0]
Gradient Y,[0.394419, 0, 0, 0],2050,[0.53619, 0, 0, 0]
Valor absoluto Gradient Y,[4.74326, 0, 0, 0],1862,[7.10948, 0, 0, 0]
Sobel,[9.94955, 0, 0, 0],2143,[17.1746, 0, 0, 0]
Gradient Y,[0.324186, 0, 0, 0],1985,[-1.59623, 0, 0, 0]
Valor absoluto Gradient Y,[2.34465, 0, 0, 0],1675,[3.17464, 0, 0, 0]
Sobel,[3.18743, 0, 0, 0],2125,[4.82431, 0, 0, 0]
EyeROI,[79.0563, 0, 0, 0],2139,[101.334, 0, 0, 0]
Gradient Y,[0.503023, 0, 0, 0],2048,[5.35167, 0, 0, 0]
Valor absoluto Gradient Y,[4.25395, 0, 0, 0],1844,[5.27408, 0, 0, 0]
Sobel,[8.59387, 0, 0, 0],2143,[12.6429, 0, 0, 0]
Gradient Y,[0.286667, 0, 0, 0],1901,[-2.26605, 0, 0, 0]
Valor absoluto Gradient Y,[2.30952, 0, 0, 0],1583,[1.64997, 0, 0, 0]
Sobel,[3.25081, 0, 0, 0],2073,[1.87729, 0, 0, 0]
EyeROI,[79.8486, 0, 0, 0],2084,[95.5246, 0, 0, 0]
Gradient Y,[0.575714, 0, 0, 0],2009,[1.30484, 0, 0, 0]
Valor absoluto Gradient Y,[4.58238, 0, 0, 0],1844,[6.19113, 0, 0, 0]
Sobel,[9.35894, 0, 0, 0],2097,[16.7822, 0, 0, 0]
Gradient Y,[0.305952, 0, 0, 0],1914,[-1.74717, 0, 0, 0]
Valor absoluto Gradient Y,[2.39381, 0, 0, 0],1598,[3.83683, 0, 0, 0]
Sobel,[3.3592, 0, 0, 0],2087,[5.29344, 0, 0, 0]
EyeROI,[78.8595, 0, 0, 0],2084,[92.0667, 0, 0, 0]
Gradient Y,[0.349762, 0, 0, 0],2007,[2.87826, 0, 0, 0]
Valor absoluto Gradient Y,[4.97571, 0, 0, 0],1847,[3.5163, 0, 0, 0]
Sobel,[10.1739, 0, 0, 0],2093,[15.0477, 0, 0, 0]
Gradient Y,[0.257674, 0, 0, 0],1942,[-1.179, 0, 0, 0]
Valor absoluto Gradient Y,[2.33442, 0, 0, 0],1635,[3.59606, 0, 0, 0]
Sobel,[3.33619, 0, 0, 0],2122,[4.89477, 0, 0, 0]
EyeROI,[78.6526, 0, 0, 0],2134,[93.6068, 0, 0, 0]
Gradient Y,[0.24814, 0, 0, 0],2068,[3.40421, 0, 0, 0]
Valor absoluto Gradient Y,[5.06651, 0, 0, 0],1903,[6.83321, 0, 0, 0]
Sobel,[10.3712, 0, 0, 0],2148,[16.6753, 0, 0, 0]
Gradient Y,[0.194286, 0, 0, 0],1943,[-0.664948, 0, 0, 0]
Valor absoluto Gradient Y,[2.55524, 0, 0, 0],1633,[4.02842, 0, 0, 0]
Sobel,[3.45025, 0, 0, 0],2089,[5.34838, 0, 0, 0]
EyeROI,[78.1019, 0, 0, 0],2084,[97.3648, 0, 0, 0]
Gradient Y,[0.348333, 0, 0, 0],2012,[2.285, 0, 0, 0]
Valor absoluto Gradient Y,[4.84381, 0, 0, 0],1827,[3.91829, 0, 0, 0]
Sobel,[9.74466, 0, 0, 0],2098,[14.9884, 0, 0, 0]
Gradient Y,[0.248095, 0, 0, 0],1921,[-2.09389, 0, 0, 0]
Valor absoluto Gradient Y,[2.57333, 0, 0, 0],1677,[2.34975, 0, 0, 0]
Sobel,[3.4668, 0, 0, 0],2083,[3.28085, 0, 0, 0]
EyeROI,[77.2033, 0, 0, 0],2085,[92.6986, 0, 0, 0]
Gradient Y,[0.314048, 0, 0, 0],1995,[3.22135, 0, 0, 0]
Valor absoluto Gradient Y,[4.80476, 0, 0, 0],1832,[3.15539, 0, 0, 0]
Sobel,[9.34149, 0, 0, 0],2097,[13.5684, 0, 0, 0]
Gradient Y,[0.26, 0, 0, 0],1975,[-0.219303, 0, 0, 0]
Valor absoluto Gradient Y,[2.42372, 0, 0, 0],1677,[2.1877, 0, 0, 0]
Sobel,[3.24807, 0, 0, 0],2131,[3.39433, 0, 0, 0]
EyeROI,[77.5642, 0, 0, 0],2134,[93.6704, 0, 0, 0]
Gradient Y,[0.356279, 0, 0, 0],2030,[4.49376, 0, 0, 0]
Valor absoluto Gradient Y,[4.53721, 0, 0, 0],1870,[3.25165, 0, 0, 0]
Sobel,[8.9367, 0, 0, 0],2144,[12.1986, 0, 0, 0]
Gradient Y,[0.376047, 0, 0, 0],1983,[-4.71549, 0, 0, 0]
Valor absoluto Gradient Y,[2.38837, 0, 0, 0],1674,[-0.165204, 0, 0, 0]
Sobel,[3.32765, 0, 0, 0],2129,[0.546683, 0, 0, 0]
EyeROI,[78.0712, 0, 0, 0],2134,[91.8887, 0, 0, 0]
Gradient Y,[0.0313953, 0, 0, 0],2058,[0.525884, 0, 0, 0]
Valor absoluto Gradient Y,[4.96698, 0, 0, 0],1871,[5.93322, 0, 0, 0]
Sobel,[10.0325, 0, 0, 0],2145,[17.1363, 0, 0, 0]
Gradient Y,[0.355238, 0, 0, 0],1932,[-2.36353, 0, 0, 0]
Valor absoluto Gradient Y,[2.44476, 0, 0, 0],1602,[2.78206, 0, 0, 0]
Sobel,[3.37048, 0, 0, 0],2084,[5.06175, 0, 0, 0]
EyeROI,[78.4376, 0, 0, 0],2084,[91.0687, 0, 0, 0]
Gradient Y,[0.247143, 0, 0, 0],2004,[0.288246, 0, 0, 0]
Valor absoluto Gradient Y,[4.95143, 0, 0, 0],1826,[6.00789, 0, 0, 0]
Sobel,[9.77337, 0, 0, 0],2097,[16.6994, 0, 0, 0]
Gradient Y,[0.366905, 0, 0, 0],1918,[-1.60358, 0, 0, 0]
Valor absoluto Gradient Y,[2.4381, 0, 0, 0],1615,[4.61, 0, 0, 0]
Sobel,[3.31557, 0, 0, 0],2075,[5.96241, 0, 0, 0]
EyeROI,[77.8181, 0, 0, 0],2084,[92.3069, 0, 0, 0]
Gradient Y,[0.240238, 0, 0, 0],2005,[1.9126, 0, 0, 0]
Valor absoluto Gradient Y,[4.73048, 0, 0, 0],1822,[5.83274, 0, 0, 0]
Sobel,[9.2846, 0, 0, 0],2099,[12.7742, 0, 0, 0]
Gradient Y,[0.355581, 0, 0, 0],1999,[-1.05176, 0, 0, 0]
Valor absoluto Gradient Y,[2.48047, 0, 0, 0],1681,[2.35738, 0, 0, 0]
Sobel,[3.36224, 0, 0, 0],2133,[2.77761, 0, 0, 0]
EyeROI,[77.4237, 0, 0, 0],2134,[92.3406, 0, 0, 0]
Gradient Y,[0.221628, 0, 0, 0],2059,[2.58865, 0, 0, 0]
Valor absoluto Gradient Y,[4.91628, 0, 0, 0],1888,[4.88981, 0, 0, 0]
Sobel,[9.91827, 0, 0, 0],2142,[16.2247, 0, 0, 0]
Gradient Y,[0.433333, 0, 0, 0],1928,[-1.69482, 0, 0, 0]
Valor absoluto Gradient Y,[2.43667, 0, 0, 0],1667,[2.47468, 0, 0, 0]
Sobel,[3.27509, 0, 0, 0],2086,[3.61164, 0, 0, 0]
EyeROI,[78.0157, 0, 0, 0],2084,[87.0945, 0, 0, 0]
Gradient Y,[0.142381, 0, 0, 0],2007,[2.52027, 0, 0, 0]
Valor absoluto Gradient Y,[4.7081, 0, 0, 0],1807,[4.58654, 0, 0, 0]
Sobel,[9.13225, 0, 0, 0],2094,[15.2077, 0, 0, 0]
Gradient Y,[0.335238, 0, 0, 0],1932,[-2.96129, 0, 0, 0]
Valor absoluto Gradient Y,[2.3881, 0, 0, 0],1647,[3.62022, 0, 0, 0]
Sobel,[3.32397, 0, 0, 0],2086,[4.85053, 0, 0, 0]
EyeROI,[78.5505, 0, 0, 0],2084,[94.4121, 0, 0, 0]
Gradient Y,[0.124286, 0, 0, 0],2018,[0.569183, 0, 0, 0]
Valor absoluto Gradient Y,[5.18429, 0, 0, 0],1863,[6.75241, 0, 0, 0]
Sobel,[9.98078, 0, 0, 0],2096,[18.2603, 0, 0, 0]
Gradient Y,[0.292143, 0, 0, 0],1945,[-2.01055, 0, 0, 0]
Valor absoluto Gradient Y,[2.47571, 0, 0, 0],1642,[3.15635, 0, 0, 0]
Sobel,[3.27827, 0, 0, 0],2082,[3.9991, 0, 0, 0]
EyeROI,[78.1305, 0, 0, 0],2084,[98.0522, 0, 0, 0]
Gradient Y,[0.339524, 0, 0, 0],1999,[3.26855, 0, 0, 0]
Valor absoluto Gradient Y,[4.80524, 0, 0, 0],1846,[5.96286, 0, 0, 0]
Sobel,[9.38233, 0, 0, 0],2095,[14.4654, 0, 0, 0]
Gradient Y,[0.276429, 0, 0, 0],1936,[0.139647, 0, 0, 0]
Valor absoluto Gradient Y,[2.5119, 0, 0, 0],1618,[3.93685, 0, 0, 0]
Sobel,[3.34758, 0, 0, 0],2075,[4.59224, 0, 0, 0]
EyeROI,[77.3062, 0, 0, 0],2084,[95.7419, 0, 0, 0]
Gradient Y,[0.39, 0, 0, 0],2013,[5.44885, 0, 0, 0]
Valor absoluto Gradient Y,[4.68571, 0, 0, 0],1829,[3.25943, 0, 0, 0]
Sobel,[8.96384, 0, 0, 0],2096,[11.0712, 0, 0, 0]
Gradient Y,[0.388333, 0, 0, 0],1906,[-2.65027, 0, 0, 0]
Valor absoluto Gradient Y,[2.50524, 0, 0, 0],1623,[3.12204, 0, 0, 0]
Sobel,[3.34744, 0, 0, 0],2073,[4.70415, 0, 0, 0]
EyeROI,[77.9914, 0, 0, 0],2084,[93.5526, 0, 0, 0]
Gradient Y,[0.207857, 0, 0, 0],1993,[1.93837, 0, 0, 0]
Valor absoluto Gradient Y,[4.83, 0, 0, 0],1823,[5.26202, 0, 0, 0]
Sobel,[9.43401, 0, 0, 0],2095,[13.9103, 0, 0, 0]
Gradient Y,[0.28619, 0, 0, 0],1937,[-1.30211, 0, 0, 0]
Valor absoluto Gradient Y,[2.56, 0, 0, 0],1645,[3.28636, 0, 0, 0]
Sobel,[3.4278, 0, 0, 0],2089,[3.86981, 0, 0, 0]
EyeROI,[77.6143, 0, 0, 0],2085,[91.2583, 0, 0, 0]
Gradient Y,[0.335952, 0, 0, 0],2020,[2.57564, 0, 0, 0]
Valor absoluto Gradient Y,[4.76333, 0, 0, 0],1838,[3.03546, 0, 0, 0]
Sobel,[9.42095, 0, 0, 0],2095,[14.1096, 0, 0, 0]
Gradient Y,[0.248095, 0, 0, 0],1924,[-1.47566, 0, 0, 0]
Valor absoluto Gradient Y,[2.54476, 0, 0, 0],1611,[2.81888, 0, 0, 0]
Sobel,[3.50197, 0, 0, 0],2079,[2.62475, 0, 0, 0]
EyeROI,[78.719, 0, 0, 0],2084,[99.252, 0, 0, 0]
Gradient Y,[0.306667, 0, 0, 0],2018,[2.9189, 0, 0, 0]
Valor absoluto Gradient Y,[4.98048, 0, 0, 0],1849,[3.38416, 0, 0, 0]
Sobel,[10.2169, 0, 0, 0],2095,[14.0084, 0, 0, 0]
Gradient Y,[0.359524, 0, 0, 0],1924,[-3.61914, 0, 0, 0]
Valor absoluto Gradient Y,[2.38524, 0, 0, 0],1627,[3.36504, 0, 0, 0]
Sobel,[3.30975, 0, 0, 0],2075,[4.56722, 0, 0, 0]
EyeROI,[77.5824, 0, 0, 0],2084,[91.792, 0, 0, 0]
Gradient Y,[0.100714, 0, 0, 0],2017,[0.67599, 0, 0, 0]
Valor absoluto Gradient Y,[4.93143, 0, 0, 0],1850,[5.7286, 0, 0, 0]
Sobel,[9.86908, 0, 0, 0],2097,[17.1978, 0, 0, 0]
Gradient Y,[0.478333, 0, 0, 0],1923,[-1.42155, 0, 0, 0]
Valor absoluto Gradient Y,[2.13667, 0, 0, 0],1605,[0.00960384, 0, 0, 0]
Sobel,[2.96848, 0, 0, 0],2077,[3.22303, 0, 0, 0]
EyeROI,[76.9671, 0, 0, 0],2089,[90.7808, 0, 0, 0]
Gradient Y,[0.239286, 0, 0, 0],1993,[2.90511, 0, 0, 0]
Valor absoluto Gradient Y,[4.47619, 0, 0, 0],1806,[4.71469, 0, 0, 0]
Sobel,[9.52145, 0, 0, 0],2097,[14.6795, 0, 0, 0]
Gradient Y,[0.255, 0, 0, 0],1948,[-2.88726, 0, 0, 0]
Valor absoluto Gradient Y,[2.33524, 0, 0, 0],1632,[1.308, 0, 0, 0]
Sobel,[3.33615, 0, 0, 0],2085,[3.05549, 0, 0, 0]
EyeROI,[76.4071, 0, 0, 0],2084,[91.3182, 0, 0, 0]
Gradient Y,[0.644762, 0, 0, 0],1989,[2.01405, 0, 0, 0]
Valor absoluto Gradient Y,[4.39524, 0, 0, 0],1836,[5.49387, 0, 0, 0]
Sobel,[8.9633, 0, 0, 0],2099,[13.9631, 0, 0, 0]
Gradient Y,[0.0159524, 0, 0, 0],1946,[-2.85996, 0, 0, 0]
Valor absoluto Gradient Y,[2.43143, 0, 0, 0],1614,[3.87429, 0, 0, 0]
Sobel,[3.27544, 0, 0, 0],2084,[3.09927, 0, 0, 0]
EyeROI,[73.0557, 0, 0, 0],2084,[101.613, 0, 0, 0]
Gradient Y,[0.586905, 0, 0, 0],1987,[1.31645, 0, 0, 0]
Valor absoluto Gradient Y,[3.9781, 0, 0, 0],1784,[2.91926, 0, 0, 0]
Sobel,[6.26625, 0, 0, 0],2090,[6.25125, 0, 0, 0]
Gradient Y,[0.03, 0, 0, 0],1250,[-1.08689, 0, 0, 0]
Valor absoluto Gradient Y,[0.336667, 0, 0, 0],564,[-0.63117, 0, 0, 0]
Sobel,[0.774966, 0, 0, 0],1704,[0.483623, 0, 0, 0]
EyeROI,[232.811, 0, 0, 0],2084,[235.951, 0, 0, 0]
Gradient Y,[0.00238095, 0, 0, 0],1371,[-0.168121, 0, 0, 0]
Valor absoluto Gradient Y,[0.40381, 0, 0, 0],653,[-0.198653, 0, 0, 0]
Sobel,[0.913649, 0, 0, 0],1867,[0.390828, 0, 0, 0]
nombre,mean,countNonZero,dft mean,
Gradient Y,[-0.112381, 0, 0, 0],1897,[2.27261, 0, 0, 0]
Valor absoluto Gradient Y,[2.30571, 0, 0, 0],1583,[0.742692, 0, 0, 0]
Sobel,[4.49259, 0, 0, 0],2073,[1.95742, 0, 0, 0]
EyeROI,[34.3114, 0, 0, 0],2084,[44.6701, 0, 0, 0]
Gradient Y,[0.131667, 0, 0, 0],1573,[0.0500213, 0, 0, 0]
Valor absoluto Gradient Y,[0.542857, 0, 0, 0],816,[0.683831, 0, 0, 0]
Sobel,[1.04263, 0, 0, 0],1944,[1.82976, 0, 0, 0]
Gradient Y,[-0.0478571, 0, 0, 0],1949,[1.56189, 0, 0, 0]
Valor absoluto Gradient Y,[2.75524, 0, 0, 0],1656,[0.0907877, 0, 0, 0]
Sobel,[5.12486, 0, 0, 0],2084,[1.78484, 0, 0, 0]
EyeROI,[35.0062, 0, 0, 0],2084,[48.6242, 0, 0, 0]
Gradient Y,[0.180714, 0, 0, 0],1625,[-2.01757, 0, 0, 0]
Valor absoluto Gradient Y,[0.630476, 0, 0, 0],912,[2.72998, 0, 0, 0]
Sobel,[1.0917, 0, 0, 0],1943,[2.94178, 0, 0, 0]
Gradient Y,[0.0171429, 0, 0, 0],1907,[0.0671, 0, 0, 0]
Valor absoluto Gradient Y,[2.86952, 0, 0, 0],1644,[0.440957, 0, 0, 0]
Sobel,[5.4576, 0, 0, 0],2078,[1.89627, 0, 0, 0]
EyeROI,[43.9671, 0, 0, 0],2084,[59.4876, 0, 0, 0]
Gradient Y,[0.205, 0, 0, 0],1589,[1.44613, 0, 0, 0]
Valor absoluto Gradient Y,[0.646667, 0, 0, 0],919,[1.55733, 0, 0, 0]
Sobel,[1.16071, 0, 0, 0],1966,[1.85743, 0, 0, 0]
Gradient Y,[-0.0509524, 0, 0, 0],1977,[-2.80857, 0, 0, 0]
Valor absoluto Gradient Y,[5.05952, 0, 0, 0],1802,[1.79522, 0, 0, 0]
Sobel,[9.7708, 0, 0, 0],2082,[2.99015, 0, 0, 0]
EyeROI,[132.713, 0, 0, 0],2084,[162.159, 0, 0, 0]
Gradient Y,[0.363333, 0, 0, 0],1565,[-0.0634831, 0, 0, 0]
Valor absoluto Gradient Y,[0.572857, 0, 0, 0],845,[-0.119333, 0, 0, 0]
Sobel,[1.00392, 0, 0, 0],1883,[0.374958, 0, 0, 0]
Gradient Y,[0.0335714, 0, 0, 0],1964,[2.33515, 0, 0, 0]
Valor absoluto Gradient Y,[5.24857, 0, 0, 0],1784,[2.90219, 0, 0, 0]
Sobel,[10.3674, 0, 0, 0],2087,[3.23104, 0, 0, 0]
EyeROI,[165.015, 0, 0, 0],2084,[199.19, 0, 0, 0]
Gradient Y,[0.315, 0, 0, 0],1501,[0.576288, 0, 0, 0]
Valor absoluto Gradient Y,[0.485238, 0, 0, 0],756,[0.936219, 0, 0, 0]
Sobel,[0.918591, 0, 0, 0],1856,[1.23787, 0, 0, 0]
Gradient Y,[-0.113256, 0, 0, 0],2035,[0.00122694, 0, 0, 0]
Valor absoluto Gradient Y,[5.73302, 0, 0, 0],1850,[0.0354229, 0, 0, 0]
Sobel,[10.9475, 0, 0, 0],2113,[3.37694, 0, 0, 0]
EyeROI,[173.608, 0, 0, 0],2134,[208.923, 0, 0, 0]
Gradient Y,[0.412558, 0, 0, 0],1385,[0.0738208, 0, 0, 0]
Valor absoluto Gradient Y,[0.494419, 0, 0, 0],768,[0.0383397, 0, 0, 0]
Sobel,[0.894119, 0, 0, 0],1789,[0.448933, 0, 0, 0]
Gradient Y,[0.0397674, 0, 0, 0],2040,[-0.642668, 0, 0, 0]
Valor absoluto Gradient Y,[5.78651, 0, 0, 0],1878,[0.442011, 0, 0, 0]
Sobel,[10.9192, 0, 0, 0],2128,[2.38288, 0, 0, 0]
EyeROI,[173.713, 0, 0, 0],2134,[208.744, 0, 0, 0]
Gradient Y,[0.384884, 0, 0, 0],1422,[0.194919, 0, 0, 0]
Valor absoluto Gradient Y,[0.531163, 0, 0, 0],850,[0.349308, 0, 0, 0]
Sobel,[0.972412, 0, 0, 0],1835,[1.40185, 0, 0, 0]
Gradient Y,[-0.43093, 0, 0, 0],2007,[3.03045, 0, 0, 0]
Valor absoluto Gradient Y,[4.24605, 0, 0, 0],1765,[1.50098, 0, 0, 0]
Sobel,[8.43952, 0, 0, 0],2130,[3.00749, 0, 0, 0]
EyeROI,[180.992, 0, 0, 0],2134,[214.722, 0, 0, 0]
Gradient Y,[0.334651, 0, 0, 0],1516,[0.0491763, 0, 0, 0]
Valor absoluto Gradient Y,[0.405116, 0, 0, 0],691,[0.755068, 0, 0, 0]
Sobel,[0.843028, 0, 0, 0],1911,[0.930939, 0, 0, 0]
Gradient Y,[0.0888372, 0, 0, 0],1967,[-1.3079, 0, 0, 0]
Valor absoluto Gradient Y,[1.97814, 0, 0, 0],1602,[-0.323574, 0, 0, 0]
Sobel,[3.25106, 0, 0, 0],2136,[0.648062, 0, 0, 0]
EyeROI,[76.226, 0, 0, 0],2134,[92.3874, 0, 0, 0]
Gradient Y,[0.578372, 0, 0, 0],2049,[5.88518, 0, 0, 0]
Valor absoluto Gradient Y,[3.67814, 0, 0, 0],1851,[4.69708, 0, 0, 0]
Sobel,[7.25008, 0, 0, 0],2140,[13.2892, 0, 0, 0]
Gradient Y,[0.183721, 0, 0, 0],1961,[-1.99318, 0, 0, 0]
Valor absoluto Gradient Y,[2.32698, 0, 0, 0],1639,[1.55562, 0, 0, 0]
Sobel,[3.47893, 0, 0, 0],2126,[3.76307, 0, 0, 0]
EyeROI,[68.0502, 0, 0, 0],2134,[81.332, 0, 0, 0]
Gradient Y,[0.636512, 0, 0, 0],2034,[1.46304, 0, 0, 0]
Valor absoluto Gradient Y,[3.9986, 0, 0, 0],1824,[8.84966, 0, 0, 0]
Sobel,[7.76443, 0, 0, 0],2143,[13.1751, 0, 0, 0]
Gradient Y,[0.433571, 0, 0, 0],1938,[-1.54364, 0, 0, 0]
Valor absoluto Gradient Y,[2.07095, 0, 0, 0],1635,[2.4274, 0, 0, 0]
Sobel,[3.01327, 0, 0, 0],2081,[4.03469, 0, 0, 0]
